Sender;Recipient;EventDate;month
35;17;2010-01-25 13:00:28;1
107;103;2010-01-25 13:01:54;1
102;132;2010-01-25 13:03:26;1
142;112;2010-01-25 13:03:45;1
135;33;2010-01-25 13:03:46;1
133;73;2010-01-25 13:04:15;1
133;62;2010-01-25 13:04:15;1
142;119;2010-01-25 13:07:27;1
142;35;2010-01-25 13:07:27;1
142;152;2010-01-25 13:09:13;1
35;142;2010-01-25 13:11:52;1
135;152;2010-01-25 13:13:25;1
90;69;2010-01-25 13:14:08;1
153;143;2010-01-25 13:16:08;1
166;8;2010-01-25 13:17:10;1
90;17;2010-01-25 13:17:33;1
90;35;2010-01-25 13:17:33;1
8;166;2010-01-25 13:18:27;1
73;136;2010-01-25 13:18:50;1
73;133;2010-01-25 13:19:04;1
73;133;2010-01-25 13:19:11;1
62;133;2010-01-25 13:23:50;1
17;35;2010-01-25 13:24:29;1
35;83;2010-01-25 13:25:08;1
35;90;2010-01-25 13:25:08;1
83;35;2010-01-25 13:27:49;1
62;133;2010-01-25 13:30:26;1
35;83;2010-01-25 13:30:29;1
83;35;2010-01-25 13:34:52;1
166;128;2010-01-25 13:36:48;1
103;54;2010-01-25 13:37:13;1
103;85;2010-01-25 13:37:13;1
103;8;2010-01-25 13:37:13;1
103;36;2010-01-25 13:37:13;1
112;142;2010-01-25 13:38:59;1
112;73;2010-01-25 13:40:38;1
112;39;2010-01-25 13:40:38;1
112;19;2010-01-25 13:40:38;1
112;107;2010-01-25 13:40:38;1
112;166;2010-01-25 13:40:38;1
107;112;2010-01-25 13:41:18;1
67;13;2010-01-25 13:42:23;1
13;67;2010-01-25 13:43:39;1
132;102;2010-01-25 13:45:31;1
3;132;2010-01-25 13:52:28;1
60;103;2010-01-25 13:54:42;1
103;60;2010-01-25 13:57:36;1
54;102;2010-01-25 13:58:55;1
128;166;2010-01-25 14:02:21;1
132;3;2010-01-25 14:03:59;1
128;85;2010-01-25 14:05:02;1
3;132;2010-01-25 14:06:04;1
3;82;2010-01-25 14:06:04;1
123;136;2010-01-25 14:06:09;1
86;101;2010-01-25 14:07:20;1
123;136;2010-01-25 14:07:59;1
54;117;2010-01-25 14:09:55;1
121;27;2010-01-25 14:10:20;1
123;136;2010-01-25 14:10:43;1
118;163;2010-01-25 14:11:20;1
27;121;2010-01-25 14:11:36;1
54;117;2010-01-25 14:11:37;1
54;55;2010-01-25 14:11:37;1
54;67;2010-01-25 14:11:37;1
54;13;2010-01-25 14:11:37;1
54;60;2010-01-25 14:11:37;1
55;54;2010-01-25 14:12:37;1
132;3;2010-01-25 14:13:20;1
156;101;2010-01-25 14:13:21;1
117;54;2010-01-25 14:13:44;1
132;102;2010-01-25 14:14:18;1
132;155;2010-01-25 14:14:18;1
132;36;2010-01-25 14:14:18;1
54;55;2010-01-25 14:14:20;1
55;54;2010-01-25 14:14:43;1
54;60;2010-01-25 14:14:49;1
102;132;2010-01-25 14:15:08;1
155;132;2010-01-25 14:15:22;1
67;54;2010-01-25 14:15:28;1
102;54;2010-01-25 14:15:37;1
19;112;2010-01-25 14:16:39;1
128;54;2010-01-25 14:19:05;1
128;133;2010-01-25 14:19:05;1
121;11;2010-01-25 14:19:10;1
3;132;2010-01-25 14:21:37;1
132;3;2010-01-25 14:22:48;1
36;132;2010-01-25 14:23:32;1
57;130;2010-01-25 14:26:09;1
60;54;2010-01-25 14:27:36;1
103;54;2010-01-25 14:28:45;1
103;141;2010-01-25 14:28:45;1
103;152;2010-01-25 14:28:45;1
103;56;2010-01-25 14:28:45;1
103;50;2010-01-25 14:28:45;1
132;166;2010-01-25 14:33:53;1
130;66;2010-01-25 14:33:58;1
130;89;2010-01-25 14:33:58;1
85;17;2010-01-25 14:38:55;1
129;83;2010-01-25 14:40:58;1
166;132;2010-01-25 14:48:18;1
132;166;2010-01-25 14:50:41;1
132;166;2010-01-25 14:57:50;1
166;132;2010-01-25 14:59:39;1
36;102;2010-01-25 15:04:40;1
36;132;2010-01-25 15:08:53;1
103;54;2010-01-25 15:10:28;1
103;141;2010-01-25 15:10:28;1
103;152;2010-01-25 15:10:28;1
103;56;2010-01-25 15:10:28;1
103;50;2010-01-25 15:10:28;1
118;36;2010-01-25 15:12:02;1
118;85;2010-01-25 15:12:02;1
118;83;2010-01-25 15:12:02;1
118;27;2010-01-25 15:12:02;1
132;166;2010-01-25 15:19:45;1
130;66;2010-01-25 15:59:21;1
130;89;2010-01-25 15:59:21;1
130;17;2010-01-25 15:59:21;1
90;35;2010-01-25 16:21:54;1
130;57;2010-01-25 16:35:01;1
90;121;2010-01-25 16:59:18;1
156;11;2010-01-25 17:09:28;1
130;126;2010-01-25 17:40:58;1
155;132;2010-01-25 17:56:44;1
17;136;2010-01-25 21:19:07;1
17;19;2010-01-25 21:19:07;1
17;11;2010-01-25 21:19:07;1
17;90;2010-01-25 21:19:07;1
17;62;2010-01-25 21:19:07;1
17;129;2010-01-25 21:19:07;1
17;32;2010-01-25 21:19:07;1
17;97;2010-01-25 21:19:07;1
17;37;2010-01-25 21:19:07;1
17;148;2010-01-25 21:19:07;1
17;105;2010-01-25 21:19:07;1
17;158;2010-01-25 21:19:07;1
17;41;2010-01-25 21:19:07;1
17;133;2010-01-25 21:19:07;1
17;146;2010-01-25 21:19:07;1
17;161;2010-01-25 21:19:07;1
39;112;2010-01-26 05:30:46;1
39;157;2010-01-26 05:33:24;1
39;28;2010-01-26 05:33:24;1
39;16;2010-01-26 05:33:24;1
39;140;2010-01-26 05:33:24;1
141;103;2010-01-26 05:46:49;1
73;112;2010-01-26 06:14:43;1
73;136;2010-01-26 06:15:02;1
74;90;2010-01-26 06:15:46;1
74;127;2010-01-26 06:15:46;1
74;41;2010-01-26 06:15:46;1
140;39;2010-01-26 06:18:20;1
140;39;2010-01-26 06:22:31;1
150;162;2010-01-26 06:24:08;1
65;72;2010-01-26 06:30:40;1
65;64;2010-01-26 06:31:07;1
127;74;2010-01-26 06:42:27;1
145;117;2010-01-26 06:44:12;1
145;101;2010-01-26 06:47:50;1
145;82;2010-01-26 06:47:50;1
145;83;2010-01-26 06:47:50;1
133;161;2010-01-26 06:49:02;1
133;136;2010-01-26 06:49:02;1
133;73;2010-01-26 06:49:02;1
133;62;2010-01-26 06:49:02;1
145;8;2010-01-26 06:49:55;1
145;85;2010-01-26 06:49:55;1
145;47;2010-01-26 06:49:55;1
145;27;2010-01-26 06:49:55;1
145;126;2010-01-26 06:49:55;1
52;11;2010-01-26 06:54:32;1
52;148;2010-01-26 06:54:32;1
52;80;2010-01-26 06:54:32;1
81;50;2010-01-26 06:56:15;1
18;91;2010-01-26 07:04:54;1
152;135;2010-01-26 07:08:17;1
152;142;2010-01-26 07:08:34;1
136;73;2010-01-26 07:09:30;1
136;19;2010-01-26 07:09:30;1
136;123;2010-01-26 07:09:30;1
136;166;2010-01-26 07:09:30;1
136;84;2010-01-26 07:09:30;1
136;133;2010-01-26 07:09:30;1
136;39;2010-01-26 07:09:30;1
136;112;2010-01-26 07:09:30;1
73;136;2010-01-26 07:10:22;1
19;136;2010-01-26 07:10:22;1
22;78;2010-01-26 07:10:35;1
101;145;2010-01-26 07:12:56;1
18;129;2010-01-26 07:13:14;1
18;83;2010-01-26 07:13:14;1
90;74;2010-01-26 07:14:03;1
112;136;2010-01-26 07:15:13;1
133;136;2010-01-26 07:15:13;1
118;86;2010-01-26 07:18:22;1
118;163;2010-01-26 07:18:22;1
84;136;2010-01-26 07:20:35;1
22;78;2010-01-26 07:20:58;1
11;133;2010-01-26 07:22:30;1
133;11;2010-01-26 07:22:51;1
133;11;2010-01-26 07:24:36;1
11;133;2010-01-26 07:24:44;1
163;18;2010-01-26 07:25:28;1
163;110;2010-01-26 07:25:28;1
123;136;2010-01-26 07:27:08;1
39;136;2010-01-26 07:30:47;1
90;148;2010-01-26 07:37:38;1
97;32;2010-01-26 07:39:22;1
90;65;2010-01-26 07:44:56;1
44;82;2010-01-26 07:45:38;1
41;74;2010-01-26 07:46:48;1
130;57;2010-01-26 07:47:09;1
41;74;2010-01-26 07:47:48;1
83;129;2010-01-26 07:48:28;1
83;145;2010-01-26 07:48:35;1
80;52;2010-01-26 07:50:49;1
69;90;2010-01-26 07:53:36;1
136;69;2010-01-26 07:53:49;1
136;62;2010-01-26 07:53:49;1
136;86;2010-01-26 07:53:49;1
136;19;2010-01-26 07:53:49;1
136;73;2010-01-26 07:53:49;1
136;133;2010-01-26 07:53:49;1
136;36;2010-01-26 07:53:49;1
136;85;2010-01-26 07:53:49;1
136;155;2010-01-26 07:53:49;1
136;161;2010-01-26 07:53:49;1
69;136;2010-01-26 07:54:43;1
19;136;2010-01-26 07:55:05;1
133;136;2010-01-26 07:56:22;1
65;90;2010-01-26 08:00:13;1
86;136;2010-01-26 08:01:50;1
13;54;2010-01-26 08:05:04;1
73;136;2010-01-26 08:09:22;1
161;136;2010-01-26 08:09:43;1
11;45;2010-01-26 08:10:08;1
45;11;2010-01-26 08:11:03;1
11;148;2010-01-26 08:12:11;1
52;80;2010-01-26 08:18:50;1
50;8;2010-01-26 08:22:03;1
33;94;2010-01-26 08:22:34;1
83;129;2010-01-26 08:23:18;1
45;11;2010-01-26 08:24:08;1
69;143;2010-01-26 08:25:57;1
116;132;2010-01-26 08:27:49;1
116;39;2010-01-26 08:27:49;1
148;156;2010-01-26 08:28:07;1
161;83;2010-01-26 08:30:19;1
161;90;2010-01-26 08:30:19;1
161;35;2010-01-26 08:30:19;1
83;161;2010-01-26 08:31:48;1
35;161;2010-01-26 08:33:27;1
128;81;2010-01-26 08:34:25;1
83;13;2010-01-26 08:35:28;1
13;83;2010-01-26 08:39:36;1
148;11;2010-01-26 08:40:42;1
11;45;2010-01-26 08:41:10;1
126;145;2010-01-26 08:41:11;1
132;116;2010-01-26 08:43:17;1
97;11;2010-01-26 08:44:52;1
148;90;2010-01-26 08:47:40;1
82;44;2010-01-26 08:49:28;1
36;102;2010-01-26 08:50:08;1
36;136;2010-01-26 08:50:18;1
118;36;2010-01-26 08:50:28;1
118;85;2010-01-26 08:50:28;1
118;8;2010-01-26 08:50:28;1
118;102;2010-01-26 08:50:28;1
118;128;2010-01-26 08:50:28;1
118;13;2010-01-26 08:50:28;1
118;132;2010-01-26 08:50:28;1
118;83;2010-01-26 08:50:28;1
118;155;2010-01-26 08:50:28;1
118;103;2010-01-26 08:50:28;1
118;67;2010-01-26 08:50:28;1
118;52;2010-01-26 08:50:28;1
118;37;2010-01-26 08:50:28;1
22;121;2010-01-26 08:53:07;1
121;22;2010-01-26 08:55:07;1
62;136;2010-01-26 08:59:57;1
90;161;2010-01-26 09:00:11;1
22;78;2010-01-26 09:02:16;1
8;50;2010-01-26 09:02:35;1
128;107;2010-01-26 09:05:57;1
103;141;2010-01-26 09:06:06;1
47;145;2010-01-26 09:07:11;1
105;97;2010-01-26 09:08:20;1
105;60;2010-01-26 09:08:20;1
97;105;2010-01-26 09:09:22;1
60;105;2010-01-26 09:09:31;1
130;66;2010-01-26 09:10:59;1
22;27;2010-01-26 09:14:32;1
22;152;2010-01-26 09:17:45;1
128;81;2010-01-26 09:19:04;1
130;57;2010-01-26 09:19:52;1
22;143;2010-01-26 09:20:04;1
41;90;2010-01-26 09:20:10;1
129;83;2010-01-26 09:20:19;1
152;22;2010-01-26 09:21:20;1
129;83;2010-01-26 09:23:18;1
22;133;2010-01-26 09:23:59;1
90;41;2010-01-26 09:24:06;1
67;17;2010-01-26 09:28:34;1
17;67;2010-01-26 09:28:52;1
22;153;2010-01-26 09:30:21;1
17;67;2010-01-26 09:31:32;1
129;83;2010-01-26 09:32:39;1
103;8;2010-01-26 09:33:03;1
103;128;2010-01-26 09:33:03;1
103;85;2010-01-26 09:33:03;1
32;88;2010-01-26 09:36:15;1
83;129;2010-01-26 09:36:21;1
103;85;2010-01-26 09:36:31;1
103;8;2010-01-26 09:36:31;1
103;36;2010-01-26 09:36:31;1
103;128;2010-01-26 09:36:31;1
92;165;2010-01-26 09:40:56;1
158;129;2010-01-26 09:40:56;1
67;17;2010-01-26 09:40:59;1
47;126;2010-01-26 09:42:06;1
47;126;2010-01-26 09:42:21;1
121;90;2010-01-26 09:43:38;1
22;90;2010-01-26 09:46:11;1
143;22;2010-01-26 09:49:30;1
8;145;2010-01-26 09:50:39;1
143;153;2010-01-26 09:50:41;1
119;142;2010-01-26 09:52:18;1
36;3;2010-01-26 09:54:01;1
119;127;2010-01-26 09:55:22;1
37;57;2010-01-26 09:55:23;1
109;65;2010-01-26 10:00:01;1
109;89;2010-01-26 10:00:17;1
109;64;2010-01-26 10:01:11;1
127;119;2010-01-26 10:01:47;1
127;74;2010-01-26 10:06:46;1
8;50;2010-01-26 10:07:48;1
52;37;2010-01-26 10:10:54;1
22;136;2010-01-26 10:11:08;1
153;143;2010-01-26 10:12:35;1
52;80;2010-01-26 10:17:13;1
52;11;2010-01-26 10:17:13;1
52;148;2010-01-26 10:17:13;1
35;150;2010-01-26 10:18:46;1
35;90;2010-01-26 10:18:46;1
136;22;2010-01-26 10:21:26;1
78;22;2010-01-26 10:22:23;1
90;35;2010-01-26 10:24:15;1
90;22;2010-01-26 10:25:32;1
152;33;2010-01-26 10:26:13;1
136;123;2010-01-26 10:29:08;1
136;112;2010-01-26 10:29:08;1
136;73;2010-01-26 10:29:08;1
136;19;2010-01-26 10:29:08;1
57;89;2010-01-26 10:33:54;1
57;66;2010-01-26 10:33:54;1
57;42;2010-01-26 10:33:54;1
19;136;2010-01-26 10:34:00;1
78;22;2010-01-26 10:34:30;1
42;57;2010-01-26 10:35:19;1
74;127;2010-01-26 10:35:42;1
90;22;2010-01-26 10:36:31;1
78;22;2010-01-26 10:36:39;1
133;22;2010-01-26 10:41:33;1
22;90;2010-01-26 10:41:36;1
128;54;2010-01-26 10:41:42;1
33;152;2010-01-26 10:43:03;1
117;13;2010-01-26 10:44:23;1
117;83;2010-01-26 10:44:23;1
117;153;2010-01-26 10:44:23;1
13;117;2010-01-26 10:46:08;1
33;147;2010-01-26 10:46:26;1
125;88;2010-01-26 10:48:52;1
112;136;2010-01-26 10:49:23;1
35;90;2010-01-26 10:52:57;1
80;52;2010-01-26 10:53:25;1
52;80;2010-01-26 10:53:50;1
90;35;2010-01-26 10:54:06;1
22;129;2010-01-26 10:58:33;1
83;117;2010-01-26 11:00:56;1
22;137;2010-01-26 11:01:08;1
92;165;2010-01-26 11:06:23;1
165;92;2010-01-26 11:07:39;1
165;92;2010-01-26 11:08:04;1
153;117;2010-01-26 11:08:27;1
126;27;2010-01-26 11:13:48;1
126;47;2010-01-26 11:13:48;1
128;133;2010-01-26 11:13:57;1
128;54;2010-01-26 11:13:57;1
22;33;2010-01-26 11:15:13;1
153;143;2010-01-26 11:15:26;1
153;22;2010-01-26 11:17:13;1
148;86;2010-01-26 11:17:36;1
148;69;2010-01-26 11:17:36;1
39;123;2010-01-26 11:21:14;1
62;88;2010-01-26 11:26:37;1
35;90;2010-01-26 11:28:43;1
90;35;2010-01-26 11:29:33;1
22;77;2010-01-26 11:33:03;1
39;121;2010-01-26 11:35:25;1
39;116;2010-01-26 11:35:34;1
77;22;2010-01-26 11:37:23;1
82;145;2010-01-26 11:39:45;1
152;69;2010-01-26 11:40:19;1
152;136;2010-01-26 11:40:19;1
152;90;2010-01-26 11:40:19;1
152;137;2010-01-26 11:40:19;1
152;150;2010-01-26 11:40:19;1
152;162;2010-01-26 11:40:19;1
152;33;2010-01-26 11:40:19;1
90;152;2010-01-26 11:41:07;1
152;69;2010-01-26 11:41:30;1
152;136;2010-01-26 11:41:30;1
152;90;2010-01-26 11:41:30;1
152;137;2010-01-26 11:41:30;1
152;150;2010-01-26 11:41:30;1
152;162;2010-01-26 11:41:30;1
152;33;2010-01-26 11:41:30;1
90;152;2010-01-26 11:41:34;1
152;69;2010-01-26 11:42:22;1
152;136;2010-01-26 11:42:22;1
152;90;2010-01-26 11:42:22;1
152;137;2010-01-26 11:42:22;1
152;150;2010-01-26 11:42:22;1
152;162;2010-01-26 11:42:22;1
152;33;2010-01-26 11:42:22;1
136;152;2010-01-26 11:42:49;1
150;152;2010-01-26 11:43:03;1
136;152;2010-01-26 11:43:06;1
136;152;2010-01-26 11:43:10;1
90;152;2010-01-26 11:43:15;1
14;148;2010-01-26 11:43:26;1
14;80;2010-01-26 11:43:26;1
14;163;2010-01-26 11:43:26;1
69;152;2010-01-26 11:47:37;1
69;152;2010-01-26 11:47:38;1
33;152;2010-01-26 11:50:34;1
52;80;2010-01-26 11:51:48;1
121;33;2010-01-26 11:53:21;1
121;39;2010-01-26 11:53:30;1
14;163;2010-01-26 11:54:19;1
33;152;2010-01-26 11:57:05;1
121;39;2010-01-26 11:58:18;1
22;148;2010-01-26 11:58:32;1
57;130;2010-01-26 11:59:36;1
132;156;2010-01-26 12:00:10;1
132;36;2010-01-26 12:00:10;1
36;132;2010-01-26 12:00:54;1
121;118;2010-01-26 12:03:58;1
129;158;2010-01-26 12:04:13;1
80;52;2010-01-26 12:04:34;1
136;62;2010-01-26 12:05:00;1
136;166;2010-01-26 12:05:00;1
136;19;2010-01-26 12:05:00;1
136;73;2010-01-26 12:05:00;1
136;123;2010-01-26 12:05:00;1
136;84;2010-01-26 12:05:00;1
136;39;2010-01-26 12:05:00;1
136;133;2010-01-26 12:05:00;1
136;107;2010-01-26 12:05:00;1
136;112;2010-01-26 12:05:00;1
129;22;2010-01-26 12:05:11;1
39;119;2010-01-26 12:05:43;1
39;95;2010-01-26 12:05:43;1
135;92;2010-01-26 12:06:03;1
135;84;2010-01-26 12:06:03;1
39;121;2010-01-26 12:06:10;1
118;121;2010-01-26 12:06:28;1
95;39;2010-01-26 12:07:06;1
83;39;2010-01-26 12:07:32;1
83;129;2010-01-26 12:07:32;1
83;116;2010-01-26 12:07:32;1
135;92;2010-01-26 12:07:40;1
135;84;2010-01-26 12:07:40;1
135;84;2010-01-26 12:08:42;1
135;92;2010-01-26 12:08:42;1
129;83;2010-01-26 12:09:05;1
22;118;2010-01-26 12:10:06;1
39;83;2010-01-26 12:11:19;1
118;86;2010-01-26 12:11:55;1
118;163;2010-01-26 12:11:55;1
39;16;2010-01-26 12:12:29;1
39;157;2010-01-26 12:12:29;1
39;140;2010-01-26 12:12:29;1
39;28;2010-01-26 12:12:29;1
118;22;2010-01-26 12:12:55;1
153;22;2010-01-26 12:13:18;1
62;136;2010-01-26 12:17:21;1
33;121;2010-01-26 12:17:30;1
90;127;2010-01-26 12:18:58;1
90;119;2010-01-26 12:18:58;1
127;90;2010-01-26 12:20:23;1
121;27;2010-01-26 12:20:39;1
33;69;2010-01-26 12:21:25;1
33;152;2010-01-26 12:21:31;1
107;136;2010-01-26 12:22:34;1
166;136;2010-01-26 12:25:48;1
136;73;2010-01-26 12:26:51;1
136;166;2010-01-26 12:26:56;1
137;152;2010-01-26 12:27:13;1
165;92;2010-01-26 12:27:45;1
62;14;2010-01-26 12:28:24;1
62;73;2010-01-26 12:28:24;1
62;136;2010-01-26 12:28:24;1
62;133;2010-01-26 12:28:24;1
92;165;2010-01-26 12:28:48;1
155;136;2010-01-26 12:33:01;1
19;136;2010-01-26 12:34:48;1
85;128;2010-01-26 12:37:38;1
73;136;2010-01-26 12:39:33;1
156;132;2010-01-26 12:41:01;1
33;22;2010-01-26 12:41:03;1
84;136;2010-01-26 12:43:37;1
133;136;2010-01-26 12:47:32;1
112;136;2010-01-26 12:49:05;1
73;136;2010-01-26 12:49:12;1
39;136;2010-01-26 12:49:35;1
128;166;2010-01-26 12:49:47;1
166;128;2010-01-26 12:52:02;1
128;166;2010-01-26 12:52:13;1
80;14;2010-01-26 12:52:45;1
116;83;2010-01-26 12:53:45;1
92;165;2010-01-26 12:53:54;1
92;84;2010-01-26 12:53:54;1
92;77;2010-01-26 12:53:54;1
92;33;2010-01-26 12:53:54;1
165;92;2010-01-26 12:54:09;1
77;92;2010-01-26 12:54:43;1
84;92;2010-01-26 12:55:06;1
150;152;2010-01-26 13:01:41;1
135;69;2010-01-26 13:04:08;1
69;148;2010-01-26 13:05:24;1
69;152;2010-01-26 13:06:05;1
33;92;2010-01-26 13:07:50;1
132;166;2010-01-26 13:12:35;1
103;85;2010-01-26 13:14:58;1
52;80;2010-01-26 13:16:04;1
33;45;2010-01-26 13:16:35;1
133;73;2010-01-26 13:24:31;1
133;144;2010-01-26 13:24:31;1
133;141;2010-01-26 13:24:31;1
133;62;2010-01-26 13:24:31;1
30;117;2010-01-26 13:26:13;1
30;132;2010-01-26 13:26:13;1
150;35;2010-01-26 13:27:35;1
35;90;2010-01-26 13:28:41;1
123;136;2010-01-26 13:31:03;1
150;35;2010-01-26 13:31:06;1
132;30;2010-01-26 13:32:51;1
166;132;2010-01-26 13:35:40;1
22;39;2010-01-26 13:35:46;1
80;52;2010-01-26 13:38:36;1
86;148;2010-01-26 13:45:01;1
133;11;2010-01-26 13:45:32;1
11;133;2010-01-26 13:47:04;1
11;133;2010-01-26 13:47:30;1
8;166;2010-01-26 13:49:05;1
90;35;2010-01-26 13:49:42;1
117;30;2010-01-26 13:50:08;1
166;8;2010-01-26 13:52:01;1
132;166;2010-01-26 13:52:07;1
8;166;2010-01-26 13:52:16;1
84;136;2010-01-26 13:52:20;1
136;84;2010-01-26 13:52:32;1
107;52;2010-01-26 14:00:35;1
85;163;2010-01-26 14:00:46;1
82;47;2010-01-26 14:02:09;1
82;47;2010-01-26 14:02:45;1
82;45;2010-01-26 14:02:45;1
82;113;2010-01-26 14:02:45;1
82;113;2010-01-26 14:03:04;1
27;121;2010-01-26 14:03:47;1
82;3;2010-01-26 14:03:50;1
36;3;2010-01-26 14:04:15;1
36;166;2010-01-26 14:04:15;1
36;132;2010-01-26 14:04:15;1
136;73;2010-01-26 14:04:17;1
136;107;2010-01-26 14:04:17;1
45;82;2010-01-26 14:04:31;1
132;36;2010-01-26 14:04:33;1
82;32;2010-01-26 14:06:03;1
47;82;2010-01-26 14:06:30;1
82;98;2010-01-26 14:06:58;1
47;82;2010-01-26 14:08:24;1
136;84;2010-01-26 14:08:45;1
61;154;2010-01-26 14:10:25;1
69;148;2010-01-26 14:18:54;1
69;86;2010-01-26 14:18:54;1
16;39;2010-01-26 14:23:38;1
16;39;2010-01-26 14:25:39;1
119;39;2010-01-26 14:26:13;1
103;107;2010-01-26 14:26:32;1
119;33;2010-01-26 14:29:52;1
92;165;2010-01-26 14:29:55;1
119;90;2010-01-26 14:30:10;1
165;92;2010-01-26 14:31:03;1
22;118;2010-01-26 14:31:56;1
118;11;2010-01-26 14:32:23;1
118;148;2010-01-26 14:32:23;1
84;136;2010-01-26 14:32:56;1
118;22;2010-01-26 14:33:50;1
97;82;2010-01-26 14:36:05;1
84;136;2010-01-26 14:38:07;1
113;82;2010-01-26 14:40:34;1
69;86;2010-01-26 14:42:28;1
41;90;2010-01-26 14:43:26;1
148;69;2010-01-26 14:44:07;1
90;41;2010-01-26 14:45:36;1
148;86;2010-01-26 14:49:29;1
148;69;2010-01-26 14:49:29;1
69;148;2010-01-26 14:52:13;1
86;69;2010-01-26 14:54:39;1
86;69;2010-01-26 14:56:18;1
86;148;2010-01-26 14:57:09;1
8;118;2010-01-26 15:00:27;1
8;63;2010-01-26 15:00:27;1
8;85;2010-01-26 15:00:27;1
8;52;2010-01-26 15:00:27;1
69;86;2010-01-26 15:01:06;1
148;86;2010-01-26 15:10:34;1
148;69;2010-01-26 15:10:34;1
69;148;2010-01-26 15:14:58;1
130;57;2010-01-26 15:27:24;1
128;85;2010-01-26 15:28:27;1
35;90;2010-01-26 15:32:07;1
128;67;2010-01-26 15:34:54;1
35;90;2010-01-26 15:35:04;1
36;155;2010-01-26 15:45:24;1
36;132;2010-01-26 15:45:24;1
36;102;2010-01-26 15:45:24;1
36;85;2010-01-26 15:45:24;1
128;85;2010-01-26 15:54:02;1
36;155;2010-01-26 15:54:04;1
128;8;2010-01-26 15:57:25;1
128;8;2010-01-26 15:57:38;1
128;8;2010-01-26 15:57:50;1
128;8;2010-01-26 15:58:10;1
128;8;2010-01-26 15:58:30;1
128;54;2010-01-26 16:06:52;1
35;90;2010-01-26 16:13:04;1
103;166;2010-01-26 16:25:54;1
39;22;2010-01-27 05:19:15;1
133;11;2010-01-27 05:33:35;1
133;161;2010-01-27 05:36:32;1
74;90;2010-01-27 06:07:04;1
74;127;2010-01-27 06:07:04;1
74;41;2010-01-27 06:07:04;1
150;162;2010-01-27 06:20:44;1
73;136;2010-01-27 06:23:42;1
73;136;2010-01-27 06:26:57;1
127;74;2010-01-27 06:49:36;1
33;119;2010-01-27 06:54:30;1
161;133;2010-01-27 06:54:57;1
33;45;2010-01-27 06:55:34;1
90;74;2010-01-27 07:08:10;1
90;35;2010-01-27 07:08:11;1
90;35;2010-01-27 07:11:45;1
158;129;2010-01-27 07:14:41;1
90;35;2010-01-27 07:14:47;1
137;22;2010-01-27 07:18:25;1
166;84;2010-01-27 07:22:29;1
148;22;2010-01-27 07:29:30;1
63;113;2010-01-27 07:34:28;1
18;129;2010-01-27 07:36:38;1
35;90;2010-01-27 07:44:42;1
35;90;2010-01-27 07:44:56;1
73;137;2010-01-27 07:46:13;1
73;136;2010-01-27 07:46:13;1
73;107;2010-01-27 07:46:13;1
137;73;2010-01-27 07:46:30;1
129;158;2010-01-27 07:49:23;1
18;163;2010-01-27 07:50:44;1
18;129;2010-01-27 07:50:44;1
18;90;2010-01-27 07:50:44;1
113;63;2010-01-27 07:52:15;1
41;74;2010-01-27 07:52:46;1
90;35;2010-01-27 08:01:12;1
118;132;2010-01-27 08:03:15;1
86;148;2010-01-27 08:04:05;1
86;78;2010-01-27 08:04:05;1
86;148;2010-01-27 08:04:14;1
86;69;2010-01-27 08:04:25;1
90;35;2010-01-27 08:05:27;1
136;73;2010-01-27 08:05:42;1
166;84;2010-01-27 08:09:03;1
148;11;2010-01-27 08:09:26;1
148;80;2010-01-27 08:09:26;1
148;161;2010-01-27 08:09:26;1
102;36;2010-01-27 08:09:58;1
161;148;2010-01-27 08:10:11;1
11;148;2010-01-27 08:11:43;1
136;86;2010-01-27 08:13:18;1
136;73;2010-01-27 08:13:18;1
136;133;2010-01-27 08:13:18;1
136;161;2010-01-27 08:13:18;1
136;69;2010-01-27 08:13:18;1
136;19;2010-01-27 08:13:18;1
136;62;2010-01-27 08:13:18;1
136;36;2010-01-27 08:13:18;1
136;85;2010-01-27 08:13:18;1
136;155;2010-01-27 08:13:18;1
73;136;2010-01-27 08:13:42;1
161;136;2010-01-27 08:14:07;1
84;166;2010-01-27 08:16:00;1
84;166;2010-01-27 08:16:29;1
84;166;2010-01-27 08:16:39;1
133;136;2010-01-27 08:18:00;1
80;148;2010-01-27 08:20:25;1
82;113;2010-01-27 08:23:58;1
130;66;2010-01-27 08:24:35;1
126;27;2010-01-27 08:26:43;1
161;90;2010-01-27 08:27:06;1
161;83;2010-01-27 08:27:06;1
161;35;2010-01-27 08:27:06;1
36;102;2010-01-27 08:30:35;1
36;136;2010-01-27 08:32:31;1
83;161;2010-01-27 08:36:05;1
83;13;2010-01-27 08:36:53;1
13;83;2010-01-27 08:39:28;1
90;161;2010-01-27 08:40:04;1
19;136;2010-01-27 08:43:51;1
62;136;2010-01-27 08:48:36;1
35;152;2010-01-27 08:50:50;1
35;90;2010-01-27 08:50:50;1
35;161;2010-01-27 08:51:26;1
36;155;2010-01-27 08:52:49;1
113;82;2010-01-27 08:53:27;1
69;136;2010-01-27 08:53:50;1
148;11;2010-01-27 08:55:38;1
148;161;2010-01-27 08:55:38;1
148;80;2010-01-27 08:55:38;1
35;90;2010-01-27 08:58:33;1
35;152;2010-01-27 08:58:33;1
90;35;2010-01-27 08:58:36;1
35;152;2010-01-27 08:59:59;1
35;90;2010-01-27 08:59:59;1
33;77;2010-01-27 09:06:03;1
