Sender;Recipient;EventDate;month;year
133;80;2010-02-18 06:17:38;2;2010
133;136;2010-02-18 06:17:38;2;2010
133;19;2010-02-18 06:17:38;2;2010
133;141;2010-02-18 06:17:38;2;2010
16;45;2010-02-18 06:18:03;2;2010
62;133;2010-02-18 06:18:37;2;2010
62;103;2010-02-18 06:18:37;2;2010
133;62;2010-02-18 06:21:24;2;2010
141;45;2010-02-18 06:21:59;2;2010
52;45;2010-02-18 06:37:36;2;2010
52;103;2010-02-18 06:41:29;2;2010
52;85;2010-02-18 06:41:29;2;2010
52;118;2010-02-18 06:41:29;2;2010
19;133;2010-02-18 06:41:57;2;2010
119;45;2010-02-18 06:44:08;2;2010
39;45;2010-02-18 06:45:10;2;2010
95;103;2010-02-18 06:47:11;2;2010
17;130;2010-02-18 06:49:04;2;2010
78;97;2010-02-18 06:50:08;2;2010
162;45;2010-02-18 06:50:15;2;2010
136;62;2010-02-18 06:51:07;2;2010
136;133;2010-02-18 06:51:07;2;2010
136;19;2010-02-18 06:51:07;2;2010
136;73;2010-02-18 06:51:07;2;2010
136;133;2010-02-18 06:51:15;2;2010
78;85;2010-02-18 06:51:20;2;2010
110;45;2010-02-18 06:51:55;2;2010
22;52;2010-02-18 06:52:11;2;2010
62;80;2010-02-18 06:53:00;2;2010
56;50;2010-02-18 06:53:09;2;2010
50;56;2010-02-18 06:54:03;2;2010
19;136;2010-02-18 06:54:43;2;2010
17;45;2010-02-18 06:55:23;2;2010
91;45;2010-02-18 06:55:34;2;2010
110;41;2010-02-18 06:55:47;2;2010
133;136;2010-02-18 06:58:29;2;2010
11;133;2010-02-18 06:59:02;2;2010
110;45;2010-02-18 06:59:50;2;2010
133;11;2010-02-18 07:00:49;2;2010
133;11;2010-02-18 07:01:40;2;2010
127;74;2010-02-18 07:01:50;2;2010
124;45;2010-02-18 07:01:53;2;2010
18;129;2010-02-18 07:02:00;2;2010
110;18;2010-02-18 07:02:03;2;2010
11;133;2010-02-18 07:02:04;2;2010
11;133;2010-02-18 07:02:25;2;2010
62;136;2010-02-18 07:03:07;2;2010
145;45;2010-02-18 07:03:18;2;2010
165;45;2010-02-18 07:03:46;2;2010
133;11;2010-02-18 07:04:51;2;2010
94;45;2010-02-18 07:05:09;2;2010
92;45;2010-02-18 07:06:19;2;2010
150;45;2010-02-18 07:06:38;2;2010
11;45;2010-02-18 07:07:18;2;2010
116;45;2010-02-18 07:07:48;2;2010
45;17;2010-02-18 07:08:24;2;2010
98;57;2010-02-18 07:08:52;2;2010
98;64;2010-02-18 07:08:52;2;2010
98;113;2010-02-18 07:08:52;2;2010
98;63;2010-02-18 07:08:52;2;2010
98;82;2010-02-18 07:08:52;2;2010
98;56;2010-02-18 07:08:52;2;2010
98;118;2010-02-18 07:08:52;2;2010
98;72;2010-02-18 07:08:52;2;2010
98;110;2010-02-18 07:08:52;2;2010
98;112;2010-02-18 07:08:52;2;2010
98;80;2010-02-18 07:08:52;2;2010
98;52;2010-02-18 07:08:52;2;2010
45;162;2010-02-18 07:09:09;2;2010
45;155;2010-02-18 07:09:45;2;2010
45;155;2010-02-18 07:10:01;2;2010
95;13;2010-02-18 07:10:47;2;2010
124;45;2010-02-18 07:10:48;2;2010
72;98;2010-02-18 07:10:50;2;2010
92;45;2010-02-18 07:11:07;2;2010
56;98;2010-02-18 07:11:12;2;2010
45;119;2010-02-18 07:11:20;2;2010
107;45;2010-02-18 07:12:03;2;2010
45;150;2010-02-18 07:12:42;2;2010
45;110;2010-02-18 07:13:04;2;2010
45;102;2010-02-18 07:14:15;2;2010
11;133;2010-02-18 07:14:50;2;2010
133;11;2010-02-18 07:15:00;2;2010
133;11;2010-02-18 07:15:12;2;2010
33;162;2010-02-18 07:15:12;2;2010
72;98;2010-02-18 07:15:44;2;2010
45;124;2010-02-18 07:16:09;2;2010
45;141;2010-02-18 07:16:16;2;2010
72;98;2010-02-18 07:16:16;2;2010
11;133;2010-02-18 07:16:21;2;2010
11;133;2010-02-18 07:16:43;2;2010
18;110;2010-02-18 07:17:45;2;2010
133;11;2010-02-18 07:17:56;2;2010
133;11;2010-02-18 07:18:20;2;2010
18;41;2010-02-18 07:18:28;2;2010
33;162;2010-02-18 07:18:49;2;2010
11;133;2010-02-18 07:18:51;2;2010
56;50;2010-02-18 07:19:44;2;2010
145;45;2010-02-18 07:20:53;2;2010
63;98;2010-02-18 07:21:00;2;2010
166;8;2010-02-18 07:21:48;2;2010
50;56;2010-02-18 07:23:13;2;2010
45;73;2010-02-18 07:23:24;2;2010
45;119;2010-02-18 07:23:24;2;2010
45;145;2010-02-18 07:23:50;2;2010
83;45;2010-02-18 07:26:10;2;2010
118;52;2010-02-18 07:29:10;2;2010
118;98;2010-02-18 07:29:10;2;2010
136;69;2010-02-18 07:29:44;2;2010
136;86;2010-02-18 07:29:44;2;2010
136;19;2010-02-18 07:29:44;2;2010
136;73;2010-02-18 07:29:44;2;2010
136;133;2010-02-18 07:29:44;2;2010
136;62;2010-02-18 07:29:44;2;2010
136;36;2010-02-18 07:29:44;2;2010
136;155;2010-02-18 07:29:44;2;2010
136;85;2010-02-18 07:29:44;2;2010
136;161;2010-02-18 07:29:44;2;2010
90;133;2010-02-18 07:30:00;2;2010
90;127;2010-02-18 07:32:11;2;2010
90;41;2010-02-18 07:32:11;2;2010
127;90;2010-02-18 07:32:27;2;2010
94;45;2010-02-18 07:32:31;2;2010
133;136;2010-02-18 07:32:47;2;2010
90;41;2010-02-18 07:33:22;2;2010
161;136;2010-02-18 07:34:06;2;2010
62;136;2010-02-18 07:35:10;2;2010
118;98;2010-02-18 07:35:12;2;2010
112;98;2010-02-18 07:35:48;2;2010
45;94;2010-02-18 07:36:40;2;2010
90;45;2010-02-18 07:36:51;2;2010
119;45;2010-02-18 07:38:50;2;2010
52;98;2010-02-18 07:39:19;2;2010
11;45;2010-02-18 07:39:26;2;2010
11;45;2010-02-18 07:41:08;2;2010
39;132;2010-02-18 07:41:11;2;2010
39;116;2010-02-18 07:41:46;2;2010
80;98;2010-02-18 07:42:06;2;2010
33;45;2010-02-18 07:42:08;2;2010
52;37;2010-02-18 07:42:21;2;2010
129;163;2010-02-18 07:42:47;2;2010
129;18;2010-02-18 07:42:47;2;2010
129;110;2010-02-18 07:42:47;2;2010
129;14;2010-02-18 07:42:47;2;2010
129;158;2010-02-18 07:42:47;2;2010
33;45;2010-02-18 07:43:03;2;2010
80;133;2010-02-18 07:45:24;2;2010
37;52;2010-02-18 07:47:00;2;2010
90;13;2010-02-18 07:49:37;2;2010
90;74;2010-02-18 07:50:06;2;2010
41;90;2010-02-18 07:50:41;2;2010
83;45;2010-02-18 07:50:49;2;2010
45;83;2010-02-18 07:51:19;2;2010
90;83;2010-02-18 07:52:07;2;2010
41;74;2010-02-18 07:52:08;2;2010
158;129;2010-02-18 07:56:21;2;2010
101;45;2010-02-18 07:56:56;2;2010
136;45;2010-02-18 07:57:23;2;2010
45;136;2010-02-18 07:58:29;2;2010
153;129;2010-02-18 08:02:07;2;2010
45;123;2010-02-18 08:03:03;2;2010
14;129;2010-02-18 08:03:04;2;2010
153;45;2010-02-18 08:04:19;2;2010
148;118;2010-02-18 08:05:16;2;2010
19;136;2010-02-18 08:05:23;2;2010
123;45;2010-02-18 08:06:01;2;2010
123;45;2010-02-18 08:06:23;2;2010
153;11;2010-02-18 08:06:28;2;2010
135;143;2010-02-18 08:06:46;2;2010
116;39;2010-02-18 08:08:48;2;2010
129;45;2010-02-18 08:08:52;2;2010
45;129;2010-02-18 08:11:19;2;2010
121;45;2010-02-18 08:11:44;2;2010
123;112;2010-02-18 08:13:21;2;2010
163;154;2010-02-18 08:14:17;2;2010
163;18;2010-02-18 08:14:17;2;2010
163;110;2010-02-18 08:14:17;2;2010
163;41;2010-02-18 08:14:17;2;2010
163;90;2010-02-18 08:14:17;2;2010
163;129;2010-02-18 08:14:17;2;2010
163;14;2010-02-18 08:14:17;2;2010
45;123;2010-02-18 08:14:17;2;2010
163;14;2010-02-18 08:14:35;2;2010
84;136;2010-02-18 08:15:55;2;2010
84;136;2010-02-18 08:16:11;2;2010
77;45;2010-02-18 08:17:02;2;2010
112;123;2010-02-18 08:17:42;2;2010
13;95;2010-02-18 08:18:31;2;2010
36;136;2010-02-18 08:18:34;2;2010
13;90;2010-02-18 08:18:46;2;2010
45;77;2010-02-18 08:18:56;2;2010
13;45;2010-02-18 08:19:15;2;2010
158;45;2010-02-18 08:19:43;2;2010
45;158;2010-02-18 08:20:30;2;2010
118;148;2010-02-18 08:21:37;2;2010
128;132;2010-02-18 08:23:43;2;2010
83;45;2010-02-18 08:25:21;2;2010
147;45;2010-02-18 08:25:56;2;2010
118;86;2010-02-18 08:25:59;2;2010
118;52;2010-02-18 08:25:59;2;2010
103;95;2010-02-18 08:26:05;2;2010
103;62;2010-02-18 08:26:38;2;2010
45;11;2010-02-18 08:27:09;2;2010
52;45;2010-02-18 08:27:13;2;2010
45;11;2010-02-18 08:28:12;2;2010
84;45;2010-02-18 08:28:48;2;2010
109;45;2010-02-18 08:29:16;2;2010
161;83;2010-02-18 08:29:23;2;2010
161;90;2010-02-18 08:29:23;2;2010
161;35;2010-02-18 08:29:23;2;2010
84;45;2010-02-18 08:29:27;2;2010
86;101;2010-02-18 08:29:59;2;2010
110;129;2010-02-18 08:30:15;2;2010
45;52;2010-02-18 08:30:25;2;2010
11;153;2010-02-18 08:31:41;2;2010
147;45;2010-02-18 08:31:56;2;2010
61;110;2010-02-18 08:32:44;2;2010
61;14;2010-02-18 08:32:44;2;2010
109;65;2010-02-18 08:32:45;2;2010
109;108;2010-02-18 08:33:30;2;2010
166;45;2010-02-18 08:35:31;2;2010
110;98;2010-02-18 08:35:32;2;2010
109;64;2010-02-18 08:35:45;2;2010
125;88;2010-02-18 08:35:55;2;2010
67;13;2010-02-18 08:36:24;2;2010
67;54;2010-02-18 08:36:24;2;2010
77;45;2010-02-18 08:36:43;2;2010
45;166;2010-02-18 08:37:01;2;2010
147;45;2010-02-18 08:39:01;2;2010
13;67;2010-02-18 08:39:37;2;2010
13;67;2010-02-18 08:39:47;2;2010
115;45;2010-02-18 08:39:55;2;2010
13;67;2010-02-18 08:40:14;2;2010
52;80;2010-02-18 08:45:27;2;2010
52;148;2010-02-18 08:45:27;2;2010
103;62;2010-02-18 08:47:57;2;2010
103;52;2010-02-18 08:48:10;2;2010
33;45;2010-02-18 08:50:58;2;2010
115;45;2010-02-18 08:51:19;2;2010
45;115;2010-02-18 08:51:27;2;2010
143;135;2010-02-18 08:51:56;2;2010
102;132;2010-02-18 08:52:28;2;2010
45;77;2010-02-18 08:59:48;2;2010
45;147;2010-02-18 09:01:22;2;2010
45;83;2010-02-18 09:02:17;2;2010
45;84;2010-02-18 09:05:16;2;2010
8;166;2010-02-18 09:08:59;2;2010
123;45;2010-02-18 09:10:55;2;2010
54;67;2010-02-18 09:10:57;2;2010
45;123;2010-02-18 09:11:48;2;2010
103;45;2010-02-18 09:14:21;2;2010
107;45;2010-02-18 09:24:41;2;2010
148;52;2010-02-18 09:26:00;2;2010
83;161;2010-02-18 09:26:43;2;2010
83;13;2010-02-18 09:27:03;2;2010
128;166;2010-02-18 09:30:32;2;2010
166;128;2010-02-18 09:31:36;2;2010
135;45;2010-02-18 09:32:07;2;2010
128;166;2010-02-18 09:32:43;2;2010
128;166;2010-02-18 09:32:56;2;2010
78;22;2010-02-18 09:33:49;2;2010
166;128;2010-02-18 09:35:16;2;2010
22;78;2010-02-18 09:35:18;2;2010
128;166;2010-02-18 09:37:19;2;2010
42;130;2010-02-18 09:37:22;2;2010
80;52;2010-02-18 09:38:21;2;2010
153;11;2010-02-18 09:42:04;2;2010
13;45;2010-02-18 09:42:52;2;2010
13;83;2010-02-18 09:43:45;2;2010
136;86;2010-02-18 09:52:57;2;2010
136;36;2010-02-18 09:52:57;2;2010
136;69;2010-02-18 09:52:57;2;2010
136;19;2010-02-18 09:52:57;2;2010
136;73;2010-02-18 09:52:57;2;2010
136;133;2010-02-18 09:52:57;2;2010
136;62;2010-02-18 09:52:57;2;2010
136;155;2010-02-18 09:52:57;2;2010
136;85;2010-02-18 09:52:57;2;2010
136;161;2010-02-18 09:52:57;2;2010
133;136;2010-02-18 09:55:55;2;2010
45;135;2010-02-18 09:56:15;2;2010
118;98;2010-02-18 09:56:55;2;2010
164;45;2010-02-18 09:57:48;2;2010
102;45;2010-02-18 09:58:38;2;2010
36;136;2010-02-18 09:59:50;2;2010
85;45;2010-02-18 09:59:58;2;2010
66;45;2010-02-18 10:00:11;2;2010
36;45;2010-02-18 10:00:47;2;2010
154;45;2010-02-18 10:03:37;2;2010
165;92;2010-02-18 10:04:40;2;2010
45;154;2010-02-18 10:04:42;2;2010
92;165;2010-02-18 10:05:41;2;2010
8;128;2010-02-18 10:05:46;2;2010
165;92;2010-02-18 10:06:01;2;2010
92;165;2010-02-18 10:06:45;2;2010
18;163;2010-02-18 10:07:06;2;2010
18;90;2010-02-18 10:07:06;2;2010
18;110;2010-02-18 10:07:06;2;2010
18;129;2010-02-18 10:07:06;2;2010
45;66;2010-02-18 10:07:55;2;2010
164;45;2010-02-18 10:09:22;2;2010
84;92;2010-02-18 10:09:26;2;2010
62;136;2010-02-18 10:10:19;2;2010
39;45;2010-02-18 10:10:34;2;2010
137;45;2010-02-18 10:10:48;2;2010
45;137;2010-02-18 10:12:52;2;2010
83;127;2010-02-18 10:13:16;2;2010
83;74;2010-02-18 10:13:16;2;2010
83;90;2010-02-18 10:13:16;2;2010
92;84;2010-02-18 10:15:43;2;2010
45;77;2010-02-18 10:15:53;2;2010
45;39;2010-02-18 10:16:04;2;2010
45;102;2010-02-18 10:16:34;2;2010
77;45;2010-02-18 10:17:31;2;2010
128;45;2010-02-18 10:17:39;2;2010
165;45;2010-02-18 10:19:10;2;2010
107;128;2010-02-18 10:28:06;2;2010
52;80;2010-02-18 10:30:45;2;2010
65;158;2010-02-18 10:31:05;2;2010
18;163;2010-02-18 10:31:39;2;2010
18;90;2010-02-18 10:31:39;2;2010
18;110;2010-02-18 10:31:39;2;2010
18;129;2010-02-18 10:31:39;2;2010
45;164;2010-02-18 10:32:10;2;2010
45;164;2010-02-18 10:32:17;2;2010
132;36;2010-02-18 10:32:51;2;2010
143;45;2010-02-18 10:34:54;2;2010
32;88;2010-02-18 10:35:29;2;2010
45;165;2010-02-18 10:35:33;2;2010
45;143;2010-02-18 10:38:24;2;2010
118;98;2010-02-18 10:39:07;2;2010
127;83;2010-02-18 10:40:34;2;2010
80;52;2010-02-18 10:41:52;2;2010
116;45;2010-02-18 10:42:09;2;2010
45;153;2010-02-18 10:42:13;2;2010
45;116;2010-02-18 10:42:15;2;2010
128;45;2010-02-18 10:45:05;2;2010
8;103;2010-02-18 10:45:17;2;2010
55;107;2010-02-18 10:47:17;2;2010
8;107;2010-02-18 10:47:57;2;2010
74;83;2010-02-18 10:48:02;2;2010
85;153;2010-02-18 10:48:50;2;2010
112;45;2010-02-18 10:49:32;2;2010
112;136;2010-02-18 10:49:32;2;2010
45;112;2010-02-18 10:50:25;2;2010
89;45;2010-02-18 10:50:28;2;2010
153;45;2010-02-18 10:50:59;2;2010
112;136;2010-02-18 10:51:54;2;2010
36;153;2010-02-18 10:53:48;2;2010
136;112;2010-02-18 10:57:21;2;2010
136;112;2010-02-18 10:58:58;2;2010
136;112;2010-02-18 11:01:28;2;2010
136;27;2010-02-18 11:01:28;2;2010
136;69;2010-02-18 11:01:28;2;2010
136;19;2010-02-18 11:01:28;2;2010
152;45;2010-02-18 11:02:32;2;2010
148;86;2010-02-18 11:02:34;2;2010
148;69;2010-02-18 11:02:34;2;2010
16;45;2010-02-18 11:03:21;2;2010
80;98;2010-02-18 11:04:55;2;2010
62;88;2010-02-18 11:06:14;2;2010
45;16;2010-02-18 11:07:13;2;2010
98;80;2010-02-18 11:07:36;2;2010
92;45;2010-02-18 11:11:01;2;2010
45;92;2010-02-18 11:11:46;2;2010
112;136;2010-02-18 11:12:33;2;2010
64;98;2010-02-18 11:13:32;2;2010
109;45;2010-02-18 11:15:24;2;2010
148;45;2010-02-18 11:15:31;2;2010
30;45;2010-02-18 11:16:24;2;2010
45;148;2010-02-18 11:16:51;2;2010
19;136;2010-02-18 11:22:33;2;2010
19;136;2010-02-18 11:23:26;2;2010
90;83;2010-02-18 11:23:58;2;2010
152;126;2010-02-18 11:29:21;2;2010
18;98;2010-02-18 11:30:02;2;2010
90;161;2010-02-18 11:32:37;2;2010
18;98;2010-02-18 11:33:11;2;2010
18;98;2010-02-18 11:34:37;2;2010
55;107;2010-02-18 11:34:43;2;2010
45;109;2010-02-18 11:36:31;2;2010
166;102;2010-02-18 11:37:33;2;2010
19;45;2010-02-18 11:37:39;2;2010
45;19;2010-02-18 11:38:52;2;2010
133;11;2010-02-18 11:39:14;2;2010
11;133;2010-02-18 11:40:36;2;2010
11;133;2010-02-18 11:41:00;2;2010
133;11;2010-02-18 11:41:13;2;2010
128;133;2010-02-18 11:42:40;2;2010
54;166;2010-02-18 11:44:36;2;2010
3;166;2010-02-18 11:46:33;2;2010
156;45;2010-02-18 11:49:30;2;2010
18;110;2010-02-18 11:50:09;2;2010
45;156;2010-02-18 11:50:25;2;2010
55;107;2010-02-18 11:51:20;2;2010
165;108;2010-02-18 11:53:09;2;2010
108;165;2010-02-18 11:59:49;2;2010
8;45;2010-02-18 12:07:45;2;2010
128;107;2010-02-18 12:09:20;2;2010
107;55;2010-02-18 12:11:27;2;2010
155;136;2010-02-18 12:14:05;2;2010
155;136;2010-02-18 12:14:17;2;2010
126;152;2010-02-18 12:14:31;2;2010
11;135;2010-02-18 12:14:37;2;2010
102;166;2010-02-18 12:17:29;2;2010
107;55;2010-02-18 12:25:06;2;2010
107;62;2010-02-18 12:25:06;2;2010
107;55;2010-02-18 12:27:32;2;2010
107;55;2010-02-18 12:28:01;2;2010
33;162;2010-02-18 12:34:39;2;2010
127;45;2010-02-18 12:34:48;2;2010
45;127;2010-02-18 12:36:22;2;2010
153;36;2010-02-18 12:38:42;2;2010
91;119;2010-02-18 12:45:45;2;2010
162;33;2010-02-18 12:46:35;2;2010
39;128;2010-02-18 12:47:08;2;2010
39;16;2010-02-18 12:47:08;2;2010
39;157;2010-02-18 12:47:08;2;2010
39;140;2010-02-18 12:47:08;2;2010
39;28;2010-02-18 12:47:08;2;2010
39;95;2010-02-18 12:47:08;2;2010
39;81;2010-02-18 12:47:08;2;2010
39;56;2010-02-18 12:47:08;2;2010
39;50;2010-02-18 12:47:08;2;2010
50;39;2010-02-18 12:47:25;2;2010
56;39;2010-02-18 12:47:41;2;2010
95;39;2010-02-18 12:47:46;2;2010
86;148;2010-02-18 12:48:28;2;2010
86;136;2010-02-18 12:48:44;2;2010
86;136;2010-02-18 12:49:12;2;2010
128;39;2010-02-18 12:51:01;2;2010
118;119;2010-02-18 12:51:06;2;2010
153;85;2010-02-18 12:52:36;2;2010
45;89;2010-02-18 12:53:51;2;2010
45;30;2010-02-18 12:55:39;2;2010
156;153;2010-02-18 12:57:18;2;2010
18;14;2010-02-18 12:57:54;2;2010
85;153;2010-02-18 12:59:42;2;2010
112;45;2010-02-18 13:00:16;2;2010
112;136;2010-02-18 13:00:16;2;2010
45;112;2010-02-18 13:00:23;2;2010
45;152;2010-02-18 13:01:55;2;2010
124;45;2010-02-18 13:03:36;2;2010
36;132;2010-02-18 13:04:45;2;2010
36;102;2010-02-18 13:04:45;2;2010
153;85;2010-02-18 13:11:26;2;2010
153;156;2010-02-18 13:12:06;2;2010
118;37;2010-02-18 13:12:18;2;2010
153;156;2010-02-18 13:12:40;2;2010
153;69;2010-02-18 13:16:06;2;2010
153;86;2010-02-18 13:16:06;2;2010
136;112;2010-02-18 13:16:11;2;2010
91;45;2010-02-18 13:16:52;2;2010
66;130;2010-02-18 13:17:01;2;2010
45;91;2010-02-18 13:17:04;2;2010
126;47;2010-02-18 13:18:42;2;2010
126;57;2010-02-18 13:18:42;2;2010
126;72;2010-02-18 13:18:42;2;2010
153;133;2010-02-18 13:21:27;2;2010
98;118;2010-02-18 13:22:10;2;2010
45;121;2010-02-18 13:22:16;2;2010
72;126;2010-02-18 13:23:59;2;2010
135;11;2010-02-18 13:24:32;2;2010
128;85;2010-02-18 13:28:22;2;2010
119;45;2010-02-18 13:28:37;2;2010
119;91;2010-02-18 13:32:09;2;2010
130;66;2010-02-18 13:36:15;2;2010
66;130;2010-02-18 13:38:00;2;2010
130;66;2010-02-18 13:49:14;2;2010
130;89;2010-02-18 13:49:14;2;2010
78;22;2010-02-18 13:53:18;2;2010
22;78;2010-02-18 13:53:30;2;2010
102;166;2010-02-18 13:53:48;2;2010
45;119;2010-02-18 13:54:22;2;2010
140;39;2010-02-18 13:58:53;2;2010
166;144;2010-02-18 14:03:43;2;2010
166;167;2010-02-18 14:03:43;2;2010
166;56;2010-02-18 14:03:43;2;2010
166;50;2010-02-18 14:03:43;2;2010
166;152;2010-02-18 14:03:43;2;2010
56;166;2010-02-18 14:05:09;2;2010
90;119;2010-02-18 14:06:24;2;2010
119;90;2010-02-18 14:07:40;2;2010
74;127;2010-02-18 14:14:18;2;2010
118;130;2010-02-18 14:23:24;2;2010
152;166;2010-02-18 14:23:48;2;2010
127;74;2010-02-18 14:27:53;2;2010
8;107;2010-02-18 14:30:11;2;2010
17;156;2010-02-18 14:39:21;2;2010
17;148;2010-02-18 14:39:21;2;2010
17;36;2010-02-18 14:39:21;2;2010
17;85;2010-02-18 14:39:21;2;2010
17;11;2010-02-18 14:39:21;2;2010
17;90;2010-02-18 14:39:21;2;2010
17;136;2010-02-18 14:39:21;2;2010
17;129;2010-02-18 14:39:21;2;2010
17;161;2010-02-18 14:39:21;2;2010
17;158;2010-02-18 14:39:21;2;2010
17;80;2010-02-18 14:39:21;2;2010
113;98;2010-02-18 14:39:34;2;2010
136;17;2010-02-18 14:39:38;2;2010
80;17;2010-02-18 14:41:18;2;2010
8;62;2010-02-18 14:42:00;2;2010
8;133;2010-02-18 14:42:00;2;2010
161;136;2010-02-18 14:44:00;2;2010
161;17;2010-02-18 14:44:16;2;2010
156;153;2010-02-18 14:54:28;2;2010
3;128;2010-02-18 14:57:44;2;2010
3;107;2010-02-18 14:57:44;2;2010
148;17;2010-02-18 14:57:49;2;2010
153;156;2010-02-18 14:58:08;2;2010
85;153;2010-02-18 15:03:45;2;2010
36;17;2010-02-18 15:07:15;2;2010
107;3;2010-02-18 15:11:17;2;2010
128;3;2010-02-18 15:12:29;2;2010
86;101;2010-02-18 15:12:42;2;2010
156;17;2010-02-18 15:29:29;2;2010
153;69;2010-02-18 15:49:36;2;2010
153;86;2010-02-18 15:49:36;2;2010
153;156;2010-02-18 15:49:36;2;2010
153;36;2010-02-18 15:49:36;2;2010
153;85;2010-02-18 15:49:36;2;2010
156;153;2010-02-18 15:51:46;2;2010
153;156;2010-02-18 16:05:39;2;2010
153;69;2010-02-18 16:10:15;2;2010
153;86;2010-02-18 16:10:15;2;2010
156;153;2010-02-18 18:16:00;2;2010
157;39;2010-02-18 18:17:45;2;2010
153;156;2010-02-18 18:17:56;2;2010
157;49;2010-02-18 18:51:01;2;2010
157;49;2010-02-18 18:58:01;2;2010
49;39;2010-02-18 19:01:58;2;2010
153;86;2010-02-18 19:02:54;2;2010
153;69;2010-02-18 19:02:54;2;2010
153;36;2010-02-18 19:02:54;2;2010
153;85;2010-02-18 19:02:54;2;2010
153;156;2010-02-18 19:02:54;2;2010
49;22;2010-02-18 19:06:26;2;2010
49;39;2010-02-18 19:06:26;2;2010
49;39;2010-02-18 19:06:27;2;2010
49;28;2010-02-18 19:06:27;2;2010
49;47;2010-02-18 19:06:27;2;2010
49;16;2010-02-18 19:06:27;2;2010
49;58;2010-02-18 19:06:27;2;2010
49;54;2010-02-18 19:06:28;2;2010
49;58;2010-02-18 19:06:28;2;2010
49;55;2010-02-18 19:06:28;2;2010
49;126;2010-02-18 19:06:28;2;2010
49;39;2010-02-18 19:06:29;2;2010
49;60;2010-02-18 19:06:29;2;2010
49;94;2010-02-18 19:06:30;2;2010
49;166;2010-02-18 19:06:30;2;2010
49;39;2010-02-18 19:06:30;2;2010
49;56;2010-02-18 19:06:31;2;2010
49;39;2010-02-18 19:06:31;2;2010
49;89;2010-02-18 19:06:31;2;2010
49;45;2010-02-18 19:06:54;2;2010
49;95;2010-02-18 19:06:55;2;2010
49;55;2010-02-18 19:06:55;2;2010
49;39;2010-02-18 19:06:55;2;2010
157;49;2010-02-18 19:54:42;2;2010
157;49;2010-02-18 19:58:19;2;2010
157;49;2010-02-18 19:59:58;2;2010
49;140;2010-02-18 20:08:35;2;2010
140;49;2010-02-18 20:09:53;2;2010
140;49;2010-02-18 20:12:40;2;2010
49;157;2010-02-18 20:17:57;2;2010
90;45;2010-02-18 22:49:40;2;2010
74;90;2010-02-19 06:13:39;2;2010
74;127;2010-02-19 06:13:39;2;2010
74;41;2010-02-19 06:13:39;2;2010
16;39;2010-02-19 06:20:45;2;2010
47;126;2010-02-19 06:39:57;2;2010
127;74;2010-02-19 06:42:08;2;2010
56;49;2010-02-19 06:56:12;2;2010
17;130;2010-02-19 06:58:20;2;2010
17;130;2010-02-19 06:59:50;2;2010
133;11;2010-02-19 07:04:27;2;2010
11;133;2010-02-19 07:09:09;2;2010
11;133;2010-02-19 07:10:20;2;2010
133;11;2010-02-19 07:10:45;2;2010
17;61;2010-02-19 07:11:56;2;2010
17;98;2010-02-19 07:11:56;2;2010
17;97;2010-02-19 07:11:56;2;2010
17;105;2010-02-19 07:11:56;2;2010
17;151;2010-02-19 07:11:56;2;2010
17;113;2010-02-19 07:11:56;2;2010
17;22;2010-02-19 07:11:56;2;2010
17;78;2010-02-19 07:11:56;2;2010
17;63;2010-02-19 07:11:56;2;2010
97;17;2010-02-19 07:12:12;2;2010
17;11;2010-02-19 07:13:55;2;2010
17;148;2010-02-19 07:13:55;2;2010
17;161;2010-02-19 07:13:55;2;2010
17;80;2010-02-19 07:13:55;2;2010
62;8;2010-02-19 07:14:13;2;2010
22;17;2010-02-19 07:15:26;2;2010
11;17;2010-02-19 07:15:34;2;2010
11;133;2010-02-19 07:17:31;2;2010
17;130;2010-02-19 07:17:54;2;2010
17;66;2010-02-19 07:17:54;2;2010
17;89;2010-02-19 07:17:54;2;2010
18;126;2010-02-19 07:19:18;2;2010
136;69;2010-02-19 07:20:48;2;2010
136;155;2010-02-19 07:20:48;2;2010
136;86;2010-02-19 07:20:48;2;2010
136;19;2010-02-19 07:20:48;2;2010
136;73;2010-02-19 07:20:48;2;2010
136;133;2010-02-19 07:20:48;2;2010
136;62;2010-02-19 07:20:48;2;2010
136;36;2010-02-19 07:20:48;2;2010
136;85;2010-02-19 07:20:48;2;2010
136;161;2010-02-19 07:20:48;2;2010
45;121;2010-02-19 07:26:53;2;2010
90;74;2010-02-19 07:32:54;2;2010
61;17;2010-02-19 07:35:40;2;2010
19;136;2010-02-19 07:35:55;2;2010
133;136;2010-02-19 07:37:42;2;2010
133;161;2010-02-19 07:37:42;2;2010
133;73;2010-02-19 07:37:42;2;2010
133;62;2010-02-19 07:37:42;2;2010
129;17;2010-02-19 07:37:47;2;2010
133;11;2010-02-19 07:38:33;2;2010
133;136;2010-02-19 07:38:57;2;2010
148;17;2010-02-19 07:41:52;2;2010
80;17;2010-02-19 07:48:57;2;2010
41;74;2010-02-19 07:50:29;2;2010
69;136;2010-02-19 07:50:34;2;2010
56;8;2010-02-19 07:51:15;2;2010
62;136;2010-02-19 07:52:07;2;2010
113;17;2010-02-19 07:52:45;2;2010
98;17;2010-02-19 07:53:02;2;2010
78;17;2010-02-19 07:53:35;2;2010
86;136;2010-02-19 07:57:29;2;2010
11;133;2010-02-19 08:02:58;2;2010
